"AÑO";"MES";"ID";"TIPOEDIFICIO";"EDIFICIO";"BARRIO";"CLASE";"GRUPO";"UNIDADES";"CONSUMO"
"2020";"11";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"19"
"2020";"11";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Gas";"Gas";"m3";"2749,9"
"2020";"11";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"5523"
"2020";"11";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"737"
"2020";"11";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Gas";"Gas";"m3";"53,8"
"2020";"11";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Energia Activa";"Ninguno";"kWh";"-1310"
"2020";"11";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Gas";"Gas";"m3";"1769,05443"
"2020";"11";"2204";"Centros culturales y bibliotecas";"Biblioteca MarÃ­a LejÃ¡rraga";"VALDEFUENTES";"Energia Activa";"Ninguno";"kWh";"8972,4384"
"2020";"11";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Activa";"Activa Interruptor Gral";"kWh";"15939"
"2020";"11";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"9941"
"2020";"11";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Activa";"Activa Interruptor Gral";"kWh";"9447"
"2020";"11";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"3377"
"2020";"11";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Gas";"Gas";"m3";"2340,4"
"2020";"11";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Energia Activa";"Ninguno";"kWh";"9676,5"
"2020";"11";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Gas";"Gas";"m3";"2280,672"
"2020";"11";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"2995"
"2020";"11";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"19"
"2020";"11";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Gas";"Gas";"m3";"1246,8"
"2020";"11";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Activa";"Ninguno";"kWh";"214678"
"2020";"11";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Reactiva";"Ninguno";"kVAr";"NO DATA"
"2020";"11";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Energia Activa";"Ninguno";"kWh";"18974"
"2020";"11";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Gas";"Gas";"m3";"0"
"2020";"11";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Energia Activa";"Ninguno";"kWh";"7195,8123"
"2020";"11";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Gas";"Gas";"m3";"2074,7502"
"2020";"11";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Energia Activa";"Ninguno";"kWh";"4413,552"
"2020";"11";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Gas";"Gas";"m3";"1370,34"
"2020";"11";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia Activa";"Activa Contador Gral - Bus";"kWh";"63774"
"2020";"11";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia Reactiva";"Reactiva tarifa 6.1A";"kVAr";"24334"
"2020";"11";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Gas";"Ninguno";"m3";"5865,7"
"2020";"11";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia Activa";"Ninguno";"kWh";"54385"
"2020";"11";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"1243"
"2020";"11";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Gas";"Gas";"m3";"0"
"2020";"11";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"34629"
"2020";"11";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"9472"
"2020";"11";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Gas";"Gas";"m3";"13010"
"2020";"11";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia Activa";"Activa Interruptor Gral";"kWh";"34300"
"2020";"11";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"3715"
"2020";"11";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Gas";"Ninguno";"m3";"13639,3"
"2020";"11";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia Activa";"Ninguno";"kWh";"41216"
"2020";"11";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"3207"
"2020";"11";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia Activa";"Activa Interruptor Gral";"kWh";"41657"
"2020";"11";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"9280"
"2020";"11";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Gas";"Ninguno";"m3";"19172"
"2020";"11";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Activa";"Ninguno";"kWh";"59861"
"2020";"11";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"3919"
"2020";"11";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Gas";"Ninguno";"m3";"22650,2"
"2020";"11";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Energia Activa";"Activa Interruptor Gral";"kWh";"26951"
"2020";"11";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Gas";"Gas";"m3";"0"
"2020";"11";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Gas";"Gas";"m3";"0"
"2020";"11";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia Activa";"Activa Interruptor Gral";"kWh";"27233"
"2020";"11";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"798"
"2020";"11";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Gas";"Gas";"m3";"18213"
"2020";"11";"1933";"Centros deportivos";"CDM La Elipa";"MEDIA LEGUA";"Gas";"Gas";"m3";"3416,2"
"2020";"11";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia Activa";"Activa Interruptor Gral";"kWh";"76363"
"2020";"11";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"16532"
"2020";"11";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Gas";"Gas";"m3";"0"
"2020";"11";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"40593"
"2020";"11";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"4359"
"2020";"11";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Gas";"Ninguno";"m3";"18529,3"
"2020";"11";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia Activa";"Activa Interruptor Gral";"kWh";"1617"
"2020";"11";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia Activa";"Activa Interruptor Gral";"kWh";"10306"
"2020";"11";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"11";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"703"
"2020";"11";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Energia Activa";"Activa Interruptor Gral";"kWh";"53899"
"2020";"11";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"2822"
"2020";"11";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Gas";"Gas";"m3";"16544"
"2020";"11";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Energia Activa";"Activa Interruptor Gral";"kWh";"28805"
"2020";"11";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"960"
"2020";"11";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Gas";"Ninguno";"m3";"12700"
"2020";"11";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Energia Activa";"Activa Interruptor Gral";"kWh";"28365"
"2020";"11";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"13122"
"2020";"11";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Gas";"Ninguno";"m3";"NO DATA"
"2020";"11";"1541";"Centros deportivos";"CDM Samaranch";"IMPERIAL";"Energia Activa";"Ninguno";"kWh";"63734"
"2020";"11";"1541";"Centros deportivos";"CDM Samaranch";"IMPERIAL";"Gas";"Gas";"m3";"31590"
"2020";"11";"1942";"Centros deportivos";"CDM San Blas";"HELLÃ�N";"Energia Activa";"Ninguno";"kWh";"102483"
"2020";"11";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia Activa";"Activa Interruptor Gral";"kWh";"33971"
"2020";"11";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"23237"
"2020";"11";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Gas";"Ninguno";"m3";"NO DATA"
"2020";"11";"1950";"Centros deportivos";"CDM Vicente del Bosque";"LA PAZ";"Energia Activa";"Ninguno";"kWh";"28375"
"2020";"11";"1950";"Centros deportivos";"CDM Vicente del Bosque";"LA PAZ";"Energia Reactiva";"Ninguno";"kVAr";"NO DATA"
"2020";"11";"1656";"Centros deportivos";"CDM Wilfred Agbonavbare - Alberto GarcÃ­a";"ENTREVÃ�AS";"Energia Activa";"Activa Interruptor Gral";"kWh";"26969"
"2020";"11";"1656";"Centros deportivos";"CDM Wilfred Agbonavbare - Alberto GarcÃ­a";"ENTREVÃ�AS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"546"
"2020";"11";"1656";"Centros deportivos";"CDM Wilfred Agbonavbare - Alberto GarcÃ­a";"ENTREVÃ�AS";"Gas";"Ninguno";"m3";"7804"
"2020";"11";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Energia Activa";"Activa Interruptor Gral";"kWh";"2118,5"
"2020";"11";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"0"
"2020";"11";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Gas";"Gas";"m3";"228,9"
"2020";"11";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Energia Activa";"Activa Interruptor Gral";"kWh";"4356,3"
"2020";"11";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"0"
"2020";"11";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Gas";"Gas";"m3";"2835,2"
"2020";"11";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"7460"
"2020";"11";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"810"
"2020";"11";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Gas";"Gas";"m3";"1489,9"
"2020";"11";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Energia Activa";"Activa Interruptor Gral";"kWh";"2034,1"
"2020";"11";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"8,9"
"2020";"11";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Gas";"Gas";"m3";"1508,9"
"2020";"11";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Energia Activa";"Activa Interruptor Gral";"kWh";"2594"
"2020";"11";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"17,5"
"2020";"11";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Gas";"Gas";"m3";"2673"
"2020";"11";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Energia Activa";"Activa Interruptor Gral";"kWh";"8786"
"2020";"11";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"4"
"2020";"11";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Gas";"Gas";"m3";"4341"
"2020";"11";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Energia Activa";"Activa Interruptor Gral";"kWh";"4604,8"
"2020";"11";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"0"
"2020";"11";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Gas";"Ninguno";"m3";"2122,1"
"2020";"11";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"3258,6"
"2020";"11";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"-843,6"
"2020";"11";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Gas";"Gas";"m3";"1717"
"2020";"11";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Energia Activa";"Activa Interruptor Gral";"kWh";"5280,8"
"2020";"11";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"1,1"
"2020";"11";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Gas";"Ninguno";"m3";"40,1"
"2020";"11";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"4454"
"2020";"11";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"1,3"
"2020";"11";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Gas";"Ninguno";"m3";"859,5"
"2020";"11";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"7057"
"2020";"11";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"1302"
"2020";"11";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Gas";"Gas";"m3";"7200,4"
"2020";"11";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"3424,9"
"2020";"11";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"-1945,8"
"2020";"11";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Gas";"Gas";"m3";"196,4"
"2020";"11";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"19617,3"
"2020";"11";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"2334,5"
"2020";"11";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Gas";"Gas";"m3";"0"
"2020";"11";"1083";"Centros mixtos";"Complejo La Vaguada";"EL PILAR";"Energia Activa";"Activa Contador Gral - Bus";"kWh";"NO DATA"
"2020";"11";"1083";"Centros mixtos";"Complejo La Vaguada";"EL PILAR";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"NO DATA"
"2020";"11";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Energia Activa";"Activa Contador Gral - Bus";"kWh";"NO DATA"
"2020";"11";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"NO DATA"
"2020";"11";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Gas";"Gas";"m3";"2444,1"
"2020";"11";"1082";"Centros administrativos";"JMD Fuencarral";"EL PILAR";"Energia Activa";"Ninguno";"kWh";"8558,8"
"2020";"11";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Energia Activa";"Activa Interruptor Gral";"kWh";"33592"
"2020";"11";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"2588"
"2020";"11";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Gas";"Gas";"m3";"15481"
"2020";"11";"1131";"Centros mixtos";"Palacio Cibeles";"JERÃ“NIMOS";"Energia Activa";"";"kWh";"364839,5"
"2020";"11";"1131";"Centros mixtos";"Palacio Cibeles";"JERÃ“NIMOS";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"NO DATA"
"2020";"11";"1131";"Centros mixtos";"Palacio Cibeles";"JERÃ“NIMOS";"Energia reactiva";"";"kVAr";"12128,25"
"2020";"11";"1174";"Centros administrativos";"Sede AG Hacienda";"JUSTICIA";"Energia Activa";"Ninguno";"kWh";"175216"
"2020";"11";"1174";"Centros administrativos";"Sede AG Hacienda";"JUSTICIA";"Energia Reactiva";"Ninguno";"kVAr";"NO DATA"
"2020";"12";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia Activa";"Activa Interruptor Gral";"kWh";"22232"
"2020";"12";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"350"
"2020";"12";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia Activa";"Activa Interruptor Gral";"kWh";"9268"
"2020";"12";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"4019"
"2020";"12";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Gas";"Gas";"m3";"0"
"2020";"12";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia Activa";"Activa Interruptor Gral";"kWh";"23564"
"2020";"12";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"7982"
"2020";"12";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Gas";"Gas";"m3";"3528,3"
"2020";"12";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"5797"
"2020";"12";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"23"
"2020";"12";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Gas";"Gas";"m3";"3394,9"
"2020";"12";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"5636"
"2020";"12";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"847"
"2020";"12";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Gas";"Gas";"m3";"0"
"2020";"12";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Energia Activa";"Ninguno";"kWh";"232"
"2020";"12";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Gas";"Gas";"m3";"2117,87862"
"2020";"12";"2204";"Centros culturales y bibliotecas";"Biblioteca MarÃ­a LejÃ¡rraga";"VALDEFUENTES";"Energia Activa";"Ninguno";"kWh";"10935,2676"
"2020";"12";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Activa";"Activa Interruptor Gral";"kWh";"16704"
"2020";"12";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"9020"
"2020";"12";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Activa";"Activa Interruptor Gral";"kWh";"9410"
"2020";"12";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"3707"
"2020";"12";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Gas";"Gas";"m3";"4509,2"
"2020";"12";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Energia Activa";"Ninguno";"kWh";"6695,3"
"2020";"12";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Gas";"Gas";"m3";"3330,648"
"2020";"12";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"3271"
"2020";"12";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"31"
"2020";"12";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Gas";"Gas";"m3";"1838,2"
"2020";"12";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Activa";"Activa Contador Gral - Bus";"kWh";"206511"
"2020";"12";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Reactiva";"Reactiva tarifa 6.1A";"kVAr";"42162"
"2020";"12";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Energia Activa";"Ninguno";"kWh";"19805"
"2020";"12";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Gas";"Gas";"m3";"0"
"2020";"12";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Energia Activa";"Ninguno";"kWh";"7443,5418"
"2020";"12";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Gas";"Gas";"m3";"2856,0189"
"2020";"12";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Energia Activa";"Ninguno";"kWh";"4537,104"
"2020";"12";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Gas";"Gas";"m3";"2165,22"
"2020";"12";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia Activa";"Activa Contador Gral - Bus";"kWh";"67851"
"2020";"12";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia Reactiva";"Reactiva tarifa 6.1A";"kVAr";"20476"
"2020";"12";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Gas";"Ninguno";"m3";"5679,6"
"2020";"12";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia Activa";"Ninguno";"kWh";"56763"
"2020";"12";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"1319"
"2020";"12";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Gas";"Gas";"m3";"0"
"2020";"12";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"36717"
"2020";"12";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"9807"
