"AÑO";"MES";"ID";"TIPOEDIFICIO";"EDIFICIO";"BARRIO";"CLASE";"GRUPO";"UNIDADES";"CONSUMO"
"2021";"8";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia Activa";"";"kVAr";"19987"
"2021";"8";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia Reactiva";"";"kVAr";"175"
"2021";"8";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia Activa";"";"kVAr";"65741"
"2021";"8";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia Reactiva";"";"kVAr";"55864"
"2021";"8";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Gas";"";"kVAr";"0"
"2021";"8";"1160";"Centros culturales y bibliotecas";"Biblioteca DÃ¡maso Alonso";"CASTILLA";"Energia Activa";"";"kVAr";"5395,8"
"2021";"8";"1160";"Centros culturales y bibliotecas";"Biblioteca DÃ¡maso Alonso";"CASTILLA";"Energia Reactiva";"";"kVAr";"0,9"
"2021";"8";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia Activa";"";"kVAr";"44979,9"
"2021";"8";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia Reactiva";"";"kVAr";"18196,9"
"2021";"8";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Gas";"";"kVAr";"0"
"2021";"8";"";"Centros culturales y bibliotecas";"Biblioteca Gabriel GarcÃ­a MÃ¡rquez";"ORCASUR";"Energia Activa";"";"kVAr";"-17379,8"
"2021";"8";"";"Centros culturales y bibliotecas";"Biblioteca Gabriel GarcÃ­a MÃ¡rquez";"ORCASUR";"Energia Reactiva";"";"kVAr";"11922,3"
"2021";"8";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Activa";"";"kVAr";"8801"
"2021";"8";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"";"kVAr";"277"
"2021";"8";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Gas";"";"kVAr";"0"
"2021";"8";"782";"Centros culturales y bibliotecas";"Biblioteca IvÃ¡n de Vargas";"PALACIO";"Energia Activa";"";"kVAr";"12146,5"
"2021";"8";"782";"Centros culturales y bibliotecas";"Biblioteca IvÃ¡n de Vargas";"PALACIO";"Energia Reactiva";"";"kVAr";"3536,5"
"2021";"8";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Activa";"";"kVAr";"10959"
"2021";"8";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Reactiva";"";"kVAr";"646"
"2021";"8";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Gas";"";"kVAr";"0"
"2021";"8";"1908";"Centros culturales y bibliotecas";"Biblioteca La Chata";"VISTA ALEGRE";"Energia Activa";"";"kVAr";"NO DATA"
"2021";"8";"1908";"Centros culturales y bibliotecas";"Biblioteca La Chata";"VISTA ALEGRE";"Energia Reactiva";"";"kVAr";"NO DATA"
"2021";"8";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Energia Activa";"";"kVAr";"7260"
"2021";"8";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Energia Reactiva";"";"kVAr";"3902"
"2021";"8";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Gas";"";"m3";"0"
"2021";"8";"1912";"Centros culturales y bibliotecas";"Biblioteca Manuel VÃ¡zquez MontalbÃ¡n";"BELLAS VISTAS";"Energia Activa";"";"kVAr";"11623,6"
"2021";"8";"1912";"Centros culturales y bibliotecas";"Biblioteca Manuel VÃ¡zquez MontalbÃ¡n";"BELLAS VISTAS";"Energia Reactiva";"";"kVAr";"3489,5"
"2021";"8";"2204";"Centros culturales y bibliotecas";"Biblioteca MarÃ­a LejÃ¡rraga";"VALDEFUENTES";"Energia Activa";"";"kVAr";"12017,7"
"2021";"8";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Activa";"";"kVAr";"17361"
"2021";"8";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Reactiva";"";"kVAr";"10844"
"2021";"8";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Activa";"";"kVAr";"24156"
"2021";"8";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Reactiva";"";"kVAr";"15618"
"2021";"8";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Gas";"";"kVAr";"0"
"2021";"8";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Energia Activa";"";"kVAr";"16916,4"
"2021";"8";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Gas";"";"kVAr";"0"
"2021";"8";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Activa";"";"kVAr";"10165"
"2021";"8";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Reactiva";"";"kVAr";"5263"
"2021";"8";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Gas";"";"kVAr";"0"
"2021";"8";"143";"Centros culturales y bibliotecas";"CC AgustÃ­n DÃ­az";"CASA DE CAMPO";"Energia Activa";"";"kVAr";"1330,4"
"2021";"8";"143";"Centros culturales y bibliotecas";"CC AgustÃ­n DÃ­az";"CASA DE CAMPO";"Energia Reactiva";"";"kVAr";"1263,5"
"2021";"8";"143";"Centros culturales y bibliotecas";"CC AgustÃ­n DÃ­az";"CASA DE CAMPO";"Gas";"";"kVAr";"0"
"2021";"8";"396";"Centros culturales y bibliotecas";"CC Alberto SÃ¡nchez+Biblioteca Portazgo";"NUMANCIA";"Energia Activa";"";"kVAr";"3431,2"
"2021";"8";"396";"Centros culturales y bibliotecas";"CC Alberto SÃ¡nchez+Biblioteca Portazgo";"NUMANCIA";"Energia Reactiva";"";"kVAr";"6,7"
"2021";"8";"396";"Centros culturales y bibliotecas";"CC Alberto SÃ¡nchez+Biblioteca Portazgo";"NUMANCIA";"Gas";"";"kVAr";"0"
"2021";"8";"1880";"Centros culturales y bibliotecas";"CC Alfredo Kraus";"MIRASIERRA";"Energia Activa";"";"kVAr";"16228,6"
"2021";"8";"1880";"Centros culturales y bibliotecas";"CC Alfredo Kraus";"MIRASIERRA";"Energia Reactiva";"";"kVAr";"113"
"2021";"8";"1880";"Centros culturales y bibliotecas";"CC Alfredo Kraus";"MIRASIERRA";"Gas";"";"kVAr";"502,5"
"2021";"8";"";"Centros culturales y bibliotecas";"CC Bib Buena Vista";"GUINDALERA";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"";"Centros culturales y bibliotecas";"CC Bohemios";"LOS Ã�NGELES";"Energia Activa";"";"kVAr";"595,6"
"2021";"8";"";"Centros culturales y bibliotecas";"CC Bohemios";"LOS Ã�NGELES";"Energia Reactiva";"";"kVAr";"0,1"
"2021";"8";"1106";"Centros culturales y bibliotecas";"CC Carril del Conde";"CANILLAS";"Energia Activa";"";"kVAr";"39733,9"
"2021";"8";"1106";"Centros culturales y bibliotecas";"CC Carril del Conde";"CANILLAS";"Energia Reactiva";"";"kVAr";"4119,5"
"2021";"8";"1106";"Centros culturales y bibliotecas";"CC Carril del Conde";"CANILLAS";"Gas";"";"kVAr";"0,1"
"2021";"8";"88";"Centros culturales y bibliotecas";"CC Casa del Reloj";"CHOPERA";"Energia Activa";"";"kVAr";"8494,8"
"2021";"8";"88";"Centros culturales y bibliotecas";"CC Casa del Reloj";"CHOPERA";"Energia Reactiva";"";"kVAr";"3352,1"
"2021";"8";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Activa";"Activa Contador Gral - Bus";"kVAr";"401262"
"2021";"8";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Reactiva";"Reactiva tarifa 6.1A";"kVAr";"79764"
"2021";"8";"2011";"Centros culturales y bibliotecas";"CC Eduardo Ãšrculo & Biblioteca MarÃ­a Zambrano";"ALMENARA";"Energia Activa";"";"kVAr";"52561,4"
"2021";"8";"2011";"Centros culturales y bibliotecas";"CC Eduardo Ãšrculo & Biblioteca MarÃ­a Zambrano";"ALMENARA";"Energia Reactiva";"";"kVAr";"9247,8"
"2021";"8";"2011";"Centros culturales y bibliotecas";"CC Eduardo Ãšrculo & Biblioteca MarÃ­a Zambrano";"ALMENARA";"Gas";"";"kVAr";"0"
"2021";"8";"1028";"Centros culturales y bibliotecas";"CC El MadroÃ±o + Bib. VicÃ¡lvaro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Activa";"";"kVAr";"22576,5"
"2021";"8";"1028";"Centros culturales y bibliotecas";"CC El MadroÃ±o + Bib. VicÃ¡lvaro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Reactiva";"";"kVAr";"1383,9"
"2021";"8";"1028";"Centros culturales y bibliotecas";"CC El MadroÃ±o + Bib. VicÃ¡lvaro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Gas";"";"kVAr";"0"
"2021";"8";"1017";"Centros culturales y bibliotecas";"CC El Torito";"VINATEROS";"Energia Activa";"";"kVAr";"1359,1"
"2021";"8";"1017";"Centros culturales y bibliotecas";"CC El Torito";"VINATEROS";"Energia Reactiva";"";"kVAr";"72,1"
"2021";"8";"1017";"Centros culturales y bibliotecas";"CC El Torito";"VINATEROS";"Gas";"";"kVAr";"0"
"2021";"8";"1073";"Centros culturales y bibliotecas";"CC Fernando de los RÃ­os Y Biblioteca Aluche";"ALUCHE";"Energia Activa";"";"kVAr";"85861,9"
"2021";"8";"1073";"Centros culturales y bibliotecas";"CC Fernando de los RÃ­os Y Biblioteca Aluche";"ALUCHE";"Energia Reactiva";"";"kVAr";"3159"
"2021";"8";"";"Centros culturales y bibliotecas";"CC La Elipa y CSS Santa Felicidad";"VENTAS";"Energia Activa";"";"kVAr";"8028,5"
"2021";"8";"";"Centros culturales y bibliotecas";"CC La Elipa y CSS Santa Felicidad";"VENTAS";"Energia Reactiva";"";"kVAr";"795,5"
"2021";"8";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Energia Activa";"";"kVAr";"38776"
"2021";"8";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Energia Reactiva";"";"kVAr";"31271"
"2021";"8";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Gas";"";"kVAr";"0"
"2021";"8";"1905";"Centros culturales y bibliotecas";"CC Los Rosales";"BUTARQUE";"Energia Activa";"";"kVAr";"3609,2"
"2021";"8";"1905";"Centros culturales y bibliotecas";"CC Los Rosales";"BUTARQUE";"Energia Reactiva";"";"kVAr";"158,3"
"2021";"8";"1905";"Centros culturales y bibliotecas";"CC Los Rosales";"BUTARQUE";"Gas";"";"kVAr";"0"
"2021";"8";"1151";"Centros culturales y bibliotecas";"CC Mercado de Ibiza";"IBIZA";"Energia Activa";"";"kVAr";"766,3"
"2021";"8";"1151";"Centros culturales y bibliotecas";"CC Mercado de Ibiza";"IBIZA";"Energia Reactiva";"";"kVAr";"34"
"2021";"8";"1227";"Centros culturales y bibliotecas";"CC Meseta de Orcasitas";"ORCASITAS";"Energia Activa";"";"kVAr";"1424,9"
"2021";"8";"1227";"Centros culturales y bibliotecas";"CC Meseta de Orcasitas";"ORCASITAS";"Energia Reactiva";"";"kVAr";"10,2"
"2021";"8";"1227";"Centros culturales y bibliotecas";"CC Meseta de Orcasitas";"ORCASITAS";"Gas";"";"kVAr";"0,3"
"2021";"8";"389";"Centros culturales y bibliotecas";"CC NicolÃ¡s SalmerÃ³n (CC, EM MarÃ­a Rodrigo y Bib. Fco. IbÃ¡Ã±ez)";"CIUDAD JARDÃ�N";"Gas";"";"kVAr";"0"
"2021";"8";"1249";"Centros culturales y bibliotecas";"CC Pozo del TÃ­o Raimundo";"ENTREVÃ�AS";"Energia Activa";"";"kVAr";"3889,3"
"2021";"8";"1249";"Centros culturales y bibliotecas";"CC Pozo del TÃ­o Raimundo";"ENTREVÃ�AS";"Energia Reactiva";"";"kVAr";"-1763,7"
"2021";"8";"226";"Centros culturales y bibliotecas";"CC Rafael Altamira";"FUENTE DEL BERRO";"Energia Activa";"";"kVAr";"4377,5"
"2021";"8";"226";"Centros culturales y bibliotecas";"CC Rafael Altamira";"FUENTE DEL BERRO";"Energia Reactiva";"";"kVAr";"352,4"
"2021";"8";"226";"Centros culturales y bibliotecas";"CC Rafael Altamira";"FUENTE DEL BERRO";"Gas";"";"kVAr";"0"
"2021";"8";"267";"Centros culturales y bibliotecas";"CC Santa Petronila";"LOS ROSALES";"Energia Activa";"";"kVAr";"9405,3"
"2021";"8";"267";"Centros culturales y bibliotecas";"CC Santa Petronila";"LOS ROSALES";"Energia Reactiva";"";"kVAr";"2297,5"
"2021";"8";"267";"Centros culturales y bibliotecas";"CC Santa Petronila";"LOS ROSALES";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"1069";"Centros culturales y bibliotecas";"CC Sara Montiel";"CAMPAMENTO";"Energia Activa";"";"kVAr";"3880"
"2021";"8";"1069";"Centros culturales y bibliotecas";"CC Sara Montiel";"CAMPAMENTO";"Energia Reactiva";"";"kVAr";"779,4"
"2021";"8";"1069";"Centros culturales y bibliotecas";"CC Sara Montiel";"CAMPAMENTO";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Energia Activa";"";"kVAr";"8499,2"
"2021";"8";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Gas";"";"kVAr";"0"
"2021";"8";"";"Centros culturales y bibliotecas";"CC y CM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia Activa";"";"kVAr";"2118,1"
"2021";"8";"";"Centros culturales y bibliotecas";"CC y CM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia Reactiva";"";"kVAr";"0,3"
"2021";"8";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Energia Activa";"";"kVAr";"5514,7"
"2021";"8";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Gas";"";"kVAr";"59,5"
"2021";"8";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia Activa";"Activa Contador Gral - Bus";"kVAr";"88672,5"
"2021";"8";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia Reactiva";"Reactiva tarifa 6.1A";"kVAr";"25667"
"2021";"8";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Gas";"";"kVAr";"708,1"
"2021";"8";"1772";"Centros deportivos";"CDM Alfredo Goyeneche";"ARAVACA";"Energia Activa";"";"kVAr";"16640,1"
"2021";"8";"1772";"Centros deportivos";"CDM Alfredo Goyeneche";"ARAVACA";"Energia Reactiva";"";"kVAr";"6074"
"2021";"8";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia Activa";"";"kVAr";"75703,5"
"2021";"8";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia Reactiva";"";"kVAr";"10920,5"
"2021";"8";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Gas";"";"kVAr";"355,1"
"2021";"8";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia Activa";"Activa Interruptor Gral";"kVAr";"17753"
"2021";"8";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"7538"
"2021";"8";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Gas";"";"kVAr";"741,1"
"2021";"8";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia Activa";"";"kVAr";"9915"
"2021";"8";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia Reactiva";"";"kVAr";"34"
"2021";"8";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia Activa";"";"kVAr";"58248"
"2021";"8";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia Reactiva";"";"kVAr";"551"
"2021";"8";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia Activa";"";"kVAr";"21533"
"2021";"8";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia Reactiva";"";"kVAr";"310"
"2021";"8";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Gas";"";"kVAr";"1002"
"2021";"8";"";"Centros deportivos";"CDM DaoÃ­z y Velarde";"PACÃ�FICO";"Energia Activa";"";"kVAr";"35833,8"
"2021";"8";"";"Centros deportivos";"CDM DaoÃ­z y Velarde";"PACÃ�FICO";"Energia Reactiva";"";"kVAr";"1893,5"
"2021";"8";"";"Centros deportivos";"CDM DaoÃ­z y Velarde";"PACÃ�FICO";"Gas";"";"kVAr";"0"
"2021";"8";"1895";"Centros deportivos";"CDM El Espinillo";"LOS ROSALES";"Energia Activa";"";"kVAr";"8642"
"2021";"8";"1895";"Centros deportivos";"CDM El Espinillo";"LOS ROSALES";"Energia Reactiva";"";"kVAr";"613"
"2021";"8";"1895";"Centros deportivos";"CDM El Espinillo";"LOS ROSALES";"Gas";"";"kVAr";"0"
"2021";"8";"1921";"Centros deportivos";"CDM EntrevÃ­as";"ENTREVÃ�AS";"Energia Activa";"";"kVAr";"36379,6"
"2021";"8";"1921";"Centros deportivos";"CDM EntrevÃ­as";"ENTREVÃ�AS";"Energia Reactiva";"";"kVAr";"1014,4"
"2021";"8";"1921";"Centros deportivos";"CDM EntrevÃ­as";"ENTREVÃ�AS";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Activa";"";"kVAr";"15543"
"2021";"8";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"8"
"2021";"8";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Gas";"";"kVAr";"3734"
"2021";"8";"";"Centros deportivos";"CDM FÃ©lix Rubio";"LOS ROSALES";"Energia Activa";"";"kVAr";"1327,5"
"2021";"8";"";"Centros deportivos";"CDM FÃ©lix Rubio";"LOS ROSALES";"Energia Reactiva";"";"kVAr";"3,2"
"2021";"8";"";"Centros deportivos";"CDM FÃ©lix Rubio";"LOS ROSALES";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"";"Centros deportivos";"CDM Fernando MartÃ­n";"VALDEZARZA";"Energia Activa";"";"kVAr";"26458,3"
"2021";"8";"";"Centros deportivos";"CDM Fernando MartÃ­n";"VALDEZARZA";"Energia Reactiva";"";"kVAr";"6706,4"
"2021";"8";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Energia Activa";"Activa Interruptor Gral";"kVAr";"NO DATA"
"2021";"8";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"";"Centros deportivos";"CDM Gimnasio MoscardÃ³";"GUINDALERA";"Energia Activa";"";"kWh";"29668"
"2021";"8";"";"Centros deportivos";"CDM Gimnasio MoscardÃ³";"GUINDALERA";"Energia Reactiva";"";"kVAr";"0"
"2021";"8";"";"Centros deportivos";"CDM Gimnasio MoscardÃ³";"GUINDALERA";"Gas";"";"m3";"0"
"2021";"8";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia Activa";"Activa Interruptor Gral";"kVAr";"65862"
"2021";"8";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"14447"
"2021";"8";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Gas";"";"kVAr";"1565,2"
"2021";"8";"1933";"Centros deportivos";"CDM La Elipa";"MEDIA LEGUA";"Energia Activa";"";"kVAr";"55418"
"2021";"8";"1933";"Centros deportivos";"CDM La Elipa";"MEDIA LEGUA";"Energia Reactiva";"";"kVAr";"7499"
"2021";"8";"1933";"Centros deportivos";"CDM La Elipa";"MEDIA LEGUA";"Gas";"";"kVAr";"442,7"
"2021";"8";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia Activa";"Activa Interruptor Gral";"kVAr";"79307"
"2021";"8";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"187"
"2021";"8";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Gas";"";"kVAr";"0"
"2021";"8";"1935";"Centros deportivos";"CDM La Mina";"VISTA ALEGRE";"Energia Activa";"";"kVAr";"58974,8"
"2021";"8";"1935";"Centros deportivos";"CDM La Mina";"VISTA ALEGRE";"Energia Reactiva";"";"kVAr";"37004"
"2021";"8";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Energia Activa";"Activa Interruptor Gral";"kVAr";"43233"
"2021";"8";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"16266"
"2021";"8";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Gas";"";"kVAr";"180,3"
"2021";"8";"";"Centros deportivos";"CDM MarÃ­a JesÃºs Rosa";"EL PILAR";"Energia Activa";"";"kWh";"191230,8"
"2021";"8";"";"Centros deportivos";"CDM MarÃ­a JesÃºs Rosa";"EL PILAR";"Energia Reactiva";"";"kVAr";"43509,1"
"2021";"8";"";"Centros deportivos";"CDM MarÃ­a JesÃºs Rosa";"EL PILAR";"Gas";"";"kVAr";"0"
"2021";"8";"848";"Centros deportivos";"CDM Miguel Guillen Prim";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Activa";"";"kVAr";"61,5"
"2021";"8";"848";"Centros deportivos";"CDM Miguel Guillen Prim";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"";"kVAr";"13,2"
"2021";"8";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia Activa";"";"kVAr";"21254"
"2021";"8";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Energia Activa";"";"kVAr";"46070"
"2021";"8";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Energia Reactiva";"";"kVAr";"3694,9"
"2021";"8";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Gas";"";"kVAr";"0"
"2021";"8";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Energia Activa";"Activa Interruptor Gral";"kVAr";"15273"
"2021";"8";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"5284"
"2021";"8";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Gas";"";"kVAr";"2692,9"
"2021";"8";"1776";"Centros deportivos";"CDM Pradillo";"CIUDAD JARDÃ�N";"Energia Activa";"";"kVAr";"11281,8"
"2021";"8";"1776";"Centros deportivos";"CDM Pradillo";"CIUDAD JARDÃ�N";"Energia Reactiva";"";"kVAr";"0"
"2021";"8";"1776";"Centros deportivos";"CDM Pradillo";"CIUDAD JARDÃ�N";"Gas";"";"kVAr";"1907,2"
"2021";"8";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Energia Activa";"Activa Interruptor Gral";"kVAr";"6027"
"2021";"8";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"2135"
"2021";"8";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Gas";"";"kVAr";"57,9"
"2021";"8";"1571";"Centros deportivos";"CDM RaÃºl GonzÃ¡lez";"SAN CRISTÃ“BAL";"Energia Activa";"";"kVAr";"9811,3"
"2021";"8";"1571";"Centros deportivos";"CDM RaÃºl GonzÃ¡lez";"SAN CRISTÃ“BAL";"Energia Reactiva";"";"kVAr";"1717,3"
"2021";"8";"1571";"Centros deportivos";"CDM RaÃºl GonzÃ¡lez";"SAN CRISTÃ“BAL";"Gas";"";"kVAr";"2266,1"
"2021";"8";"1541";"Centros deportivos";"CDM Samaranch";"IMPERIAL";"Energia Activa";"";"kVAr";"26758,9"
"2021";"8";"1541";"Centros deportivos";"CDM Samaranch";"IMPERIAL";"Energia Reactiva";"";"kVAr";"1726"
"2021";"8";"1541";"Centros deportivos";"CDM Samaranch";"IMPERIAL";"Gas";"";"kVAr";"1599"
"2021";"8";"1942";"Centros deportivos";"CDM San Blas";"HELLÃ�N";"Energia Activa";"";"kVAr";"127408"
"2021";"8";"1942";"Centros deportivos";"CDM San Blas";"HELLÃ�N";"Energia Reactiva";"";"kVAr";"44785"
"2021";"8";"1943";"Centros deportivos";"CDM San CristÃ³bal";"SAN CRISTÃ“BAL";"Energia Activa";"";"kVAr";"871,9"
"2021";"8";"1943";"Centros deportivos";"CDM San CristÃ³bal";"SAN CRISTÃ“BAL";"Energia Reactiva";"";"kVAr";"5,8"
"2021";"8";"1943";"Centros deportivos";"CDM San CristÃ³bal";"SAN CRISTÃ“BAL";"Gas";"";"kVAr";"101,9"
"2021";"8";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia Activa";"Activa Interruptor Gral";"kVAr";"3059"
"2021";"8";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"1452"
"2021";"8";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Gas";"";"kVAr";"NO DATA"
"2021";"8";"";"Centros deportivos";"CDM VicÃ¡lvaro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Activa";"";"kVAr";"26269,8"
